Academic Year,UniversityID,DegreeID,FacultyID,Degree,Ambit-id,AcademicLevelId,Credits,Offered Credits
2024-25,a62a164f781be26dd225dfda47b78c12,946ea4fa77544db06e11369f90e0998d,5c14362f7406a2442d6deb3f3a110b8f,HISTORIA,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,486
2024-25,a62a164f781be26dd225dfda47b78c12,aeaf273714f68e4689416f9985eeca67,5c14362f7406a2442d6deb3f3a110b8f,HISTORIA DEL ARTE,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,462
2024-25,a62a164f781be26dd225dfda47b78c12,72f501e0f19c0e02a746104fe90d6027,5c14362f7406a2442d6deb3f3a110b8f,LENGUAS Y LITERATURAS MODERNAS:FRANCES-INGLES,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,294
2024-25,a62a164f781be26dd225dfda47b78c12,f9ba38892c9a4f315ea0ae7d512e79e7,169b6c6234b6b3a24525295eaefb9aae,MEDICINA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,360,378
2024-25,a62a164f781be26dd225dfda47b78c12,7eae20306d21583402ceb70efb50c264,e06dec56df4f54d9c69091f24a851a28,INGENIERIA BIOMEDICA,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,120
2024-25,a62a164f781be26dd225dfda47b78c12,cc34e1aae20ed20334369353fe5e0236,e06dec56df4f54d9c69091f24a851a28,INGENIERIA DE EDIFICACION,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,267
2024-25,a62a164f781be26dd225dfda47b78c12,cbeed336381bdf2d851a1c9ab647dbe4,e06dec56df4f54d9c69091f24a851a28,INGENIERIA DE TECNOLOGIAS DE TELECOMUNICACION,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,288
2024-25,a62a164f781be26dd225dfda47b78c12,ee4064cf4a9209bf369023716a0220eb,8f8a707c625676c7af62e83b94a0d2d3,BELLAS ARTES,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,390
2024-25,a62a164f781be26dd225dfda47b78c12,2843c030da1905904f4778f472e5ad89,c51ed8918eefbc2c836517e5b4e8a0ed,EDUCACION SOCIAL,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,270
2024-25,a62a164f781be26dd225dfda47b78c12,769f7d386fd3d50b0c94ee3a8ab0987c,c51ed8918eefbc2c836517e5b4e8a0ed,HUMANIDADES: HISTORIA CULTURAL,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,270
2024-25,a62a164f781be26dd225dfda47b78c12,71490765dd8a90402bd320f4c09aaff1,06435c4dc5341a06a9b3eab937912c42,ADMINISTRACION Y DIRECCION DE EMPRESAS-TURISMO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,330,330
2024-25,a62a164f781be26dd225dfda47b78c12,1c6ef536a721e6a27f674a015578b9fd,06435c4dc5341a06a9b3eab937912c42,DERECHO-ADMINISTRACION Y DIRECCION DE EMPRESAS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,360,247.5
2024-25,a62a164f781be26dd225dfda47b78c12,402c2c235be6d27bd0b3641e7c50ae7f,06435c4dc5341a06a9b3eab937912c42,ADMINISTRACION Y DIRECCION DE EMPRESAS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,322.5
2024-25,a62a164f781be26dd225dfda47b78c12,4a3a00a6a21ec6c225c470b015de43c1,06435c4dc5341a06a9b3eab937912c42,DERECHO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,291
2024-25,a62a164f781be26dd225dfda47b78c12,c3bf0872c66988b882d13d23fd540acc,06435c4dc5341a06a9b3eab937912c42,RELACIONES LABORALES Y DESARROLLO DE RECURSOS HUMANOS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,264
2024-25,a62a164f781be26dd225dfda47b78c12,3b23d069ecf536226bd207af0827e75e,06435c4dc5341a06a9b3eab937912c42,TURISMO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,264
2024-25,a62a164f781be26dd225dfda47b78c12,d1f57858a054797c6821de9b7c26a6e6,9c454daad86c6055c41b95a29527cf55,COMUNICACION AUDIOVISUAL-PERIODISMO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,324,342
2024-25,a62a164f781be26dd225dfda47b78c12,5964c6cfa3c80a441788e26bc49d2d20,9c454daad86c6055c41b95a29527cf55,COMUNICACION AUDIOVISUAL,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,246
2024-25,a62a164f781be26dd225dfda47b78c12,8690993afee999ffcecd1477e49e4dd2,9c454daad86c6055c41b95a29527cf55,PERIODISMO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,258
2024-25,a62a164f781be26dd225dfda47b78c12,6934eace5195aa66924eb7dfb980e09d,8f9bbe7dec21c8246b41f0db7bd7dccc,EDUCACION PRIMARIA-EDUCACION INFANTIL,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,363,441
2024-25,a62a164f781be26dd225dfda47b78c12,04fd0d8a547a17bf0ee061c8270e1972,8f9bbe7dec21c8246b41f0db7bd7dccc,EDUCACION INFANTIL,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,459
2024-25,a62a164f781be26dd225dfda47b78c12,66c206794f40906b1c5393c4496d2706,8f9bbe7dec21c8246b41f0db7bd7dccc,EDUCACION PRIMARIA,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,432
2024-25,a62a164f781be26dd225dfda47b78c12,64e36d464ba01fbe2788a793acd102b8,35985cc08ce06cf619d79ac89e5fbee6,ENFERMERIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,252
2024-25,a62a164f781be26dd225dfda47b78c12,5ca20f7d80a85f8c950517da6c72bc72,53a41229d36be1772bcb121fa53d0d72,TRABAJO SOCIAL,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,294
2024-25,a62a164f781be26dd225dfda47b78c12,72f1a42b217997a3af8ce4a4f9ea0384,4f13fa00099e4b1d5ba245b0d1fdd00e,ARQUITECTURA,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,300,312
2024-25,a62a164f781be26dd225dfda47b78c12,79abf602471fc674f24f35d66cc9e9f1,fdf4f70725be6b45f44430cd82ef0368,INGENIERIA AEROESPACIAL,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,246
2024-25,a62a164f781be26dd225dfda47b78c12,c8b05a3e95265c905506a96507dbb560,fdf4f70725be6b45f44430cd82ef0368,INGENIERIA ELECTRICA,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,264
2024-25,a62a164f781be26dd225dfda47b78c12,a07fd94e64750913f82adfb8599e24bb,fdf4f70725be6b45f44430cd82ef0368,INGENIERIA ELECTRONICA INDUSTRIAL Y AUTOMATICA,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,252
2024-25,a62a164f781be26dd225dfda47b78c12,952eb335f9ec53b9408b1c70e2db27c2,b6a5417870cf169c3a8580a07d59cb69,BIOQUIMICA,cca488c1d5d31aa9a4c4356b47f75ebd,d6d85d89b4612501521435bd3f620a9a,240,271.5
2024-25,a62a164f781be26dd225dfda47b78c12,f9ed34cb9ca61226fbcb32acf1abb766,b6a5417870cf169c3a8580a07d59cb69,CIENCIAS AMBIENTALES,cca488c1d5d31aa9a4c4356b47f75ebd,d6d85d89b4612501521435bd3f620a9a,240,291
2024-25,a62a164f781be26dd225dfda47b78c12,83362e3f4f6affe972232bb17ced6dd2,b6a5417870cf169c3a8580a07d59cb69,FISICA,cca488c1d5d31aa9a4c4356b47f75ebd,d6d85d89b4612501521435bd3f620a9a,240,120
2024-25,a62a164f781be26dd225dfda47b78c12,d2aad29982a5c54e85914c9e5d52a386,37bcc067431cbe0206232ec1619aa991,DOBLE ENFERMERIA-PODOLOGIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,408,414
2024-25,a62a164f781be26dd225dfda47b78c12,64e36d464ba01fbe2788a793acd102b8,37bcc067431cbe0206232ec1619aa991,ENFERMERIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,252
2024-25,a62a164f781be26dd225dfda47b78c12,1a74ce6b723d82c0f73476ec86676917,37bcc067431cbe0206232ec1619aa991,LOGOPEDIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,262.5
2024-25,a62a164f781be26dd225dfda47b78c12,fa64f2edeced3f94a0b6143168dbd817,37bcc067431cbe0206232ec1619aa991,PODOLOGIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,246
2024-25,a62a164f781be26dd225dfda47b78c12,d9a97e6f8b15f7f701678534568e4a7c,37bcc067431cbe0206232ec1619aa991,TERAPIA OCUPACIONAL,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,264
2024-25,a62a164f781be26dd225dfda47b78c12,d443044b1c2afff5acc94bf8eaf521be,c67388e685d270e7866388977807f448,CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,301.5
2024-25,a62a164f781be26dd225dfda47b78c12,5aba92a0bab0a43ef490f33a91043fab,2bb9feb806365c3b04472e640521bdc6,ADMINISTRACION Y DIRECCION DE EMPRESAS-ESTUDIOS INTERNACIONALES,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,385.5,498
2024-25,a62a164f781be26dd225dfda47b78c12,1c6ef536a721e6a27f674a015578b9fd,2bb9feb806365c3b04472e640521bdc6,DERECHO-ADMINISTRACION Y DIRECCION DE EMPRESAS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,360,250.5
2024-25,a62a164f781be26dd225dfda47b78c12,0d7d597deabce99f92c79f1d365bd606,2bb9feb806365c3b04472e640521bdc6,DERECHO-ESTUDIOS INTERNACIONALES,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,373.5,469.5
2024-25,a62a164f781be26dd225dfda47b78c12,402c2c235be6d27bd0b3641e7c50ae7f,2bb9feb806365c3b04472e640521bdc6,ADMINISTRACION Y DIRECCION DE EMPRESAS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,322.5
2024-25,a62a164f781be26dd225dfda47b78c12,4a3a00a6a21ec6c225c470b015de43c1,2bb9feb806365c3b04472e640521bdc6,DERECHO,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,318
2024-25,a62a164f781be26dd225dfda47b78c12,c78e4fc14202a66833622815086de20c,2bb9feb806365c3b04472e640521bdc6,ESTUDIOS INTERNACIONALES,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,270
2024-25,a62a164f781be26dd225dfda47b78c12,402c2c235be6d27bd0b3641e7c50ae7f,afd229aa6772e6ece69b726f2eaf351c,ADMINISTRACION Y DIRECCION DE EMPRESAS,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,297
2024-25,a62a164f781be26dd225dfda47b78c12,2843c030da1905904f4778f472e5ad89,afd229aa6772e6ece69b726f2eaf351c,EDUCACION SOCIAL,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,294
2024-25,a62a164f781be26dd225dfda47b78c12,b9f1f54140aae74012dc5768ba59c3cc,afd229aa6772e6ece69b726f2eaf351c,INGENIERIA INFORMATICA,0957ac6a7296b4e6ef4d4e8d25691025,d6d85d89b4612501521435bd3f620a9a,240,276
2024-25,a62a164f781be26dd225dfda47b78c12,5ca20f7d80a85f8c950517da6c72bc72,afd229aa6772e6ece69b726f2eaf351c,TRABAJO SOCIAL,03b7c4d6f22bd8efa1659d8e6a06d97e,d6d85d89b4612501521435bd3f620a9a,240,285
2024-25,a62a164f781be26dd225dfda47b78c12,04fd0d8a547a17bf0ee061c8270e1972,c9891c9f552c81afdac7332a7ae347de,EDUCACION INFANTIL,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,447
2024-25,a62a164f781be26dd225dfda47b78c12,66c206794f40906b1c5393c4496d2706,c9891c9f552c81afdac7332a7ae347de,EDUCACION PRIMARIA,03b7c4d6f22bd8efa1659d8e6a06d97e,eb0a191797624dd3a48fa681d3061212,240,432
2024-25,a62a164f781be26dd225dfda47b78c12,64e36d464ba01fbe2788a793acd102b8,e69ce0ff797b70665d4e614aaaae01b3,ENFERMERIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,252
2024-25,a62a164f781be26dd225dfda47b78c12,926a4e70eca5973f6b49640e14e4d397,e69ce0ff797b70665d4e614aaaae01b3,FISIOTERAPIA,afc4b5d3b7e78e8fb66cf859c95aaefe,d6d85d89b4612501521435bd3f620a9a,240,258
2024-25,a62a164f781be26dd225dfda47b78c12,bc45aaa4147ceda4f08978fbc34cf4c5,e56a8ff34be1c2ccc391429603a08c95,HUMANIDADES Y PATRIMONIO,72ceb55b13672d5fdbac7ce07f1e85a8,d6d85d89b4612501521435bd3f620a9a,240,306
